Date,Open,High,Low,Close,Volume
2020-07-02,179.79908920089068,180.55540840081062,178.09970760623975,178.91204833984375,846600
2020-07-06,181.14367331221007,181.80662807626283,177.3714092709381,179.29489135742188,1507000
2020-07-07,179.16412490679866,179.16412490679866,176.46564565699995,176.58702087402344,1670600
2020-07-08,175.98013344332145,176.9045314783839,173.1882749922404,176.11085510253906,1474200
2020-07-09,176.37226068500735,178.538521142948,175.09305513295828,175.36383056640625,996400
2020-07-10,175.77467394584926,177.63280179026555,174.14064643240843,177.11924743652344,804300
2020-07-13,178.11834903511976,180.4340099451325,176.661732356377,177.16595458984375,862100
2020-07-14,176.49365910019367,183.16049112732532,176.16684788169516,182.8990478515625,1355800
2020-07-15,185.70955754005914,188.17460414904994,184.85985982791283,186.30714416503906,1610800
2020-07-16,185.45746478967652,186.23246246937828,184.3089807752804,185.94300842285156,938200
2020-07-17,186.83937873851244,186.9607539501775,184.3089641690386,184.8785400390625,1014100
2020-07-20,183.9261235919978,184.19691325913647,182.26408540245797,183.3285369873047,648600
2020-07-21,184.4397007665253,184.79452275462276,181.29303496973566,181.58248901367188,769900
2020-07-22,181.4610752662117,182.88968095149994,180.45264520937502,182.6095733642578,624300
2020-07-23,183.7394200230397,184.5517607042397,180.63009687582348,181.23703002929688,774600
2020-07-24,179.91108665651262,181.13428490473908,177.67947256244534,179.042724609375,965300
2020-07-27,179.5936360692871,180.71410929019882,178.38913056251477,180.0605010986328,855500
2020-07-28,178.94934040720858,180.40597110685906,177.81953513885287,179.83639526367188,933100
2020-07-29,179.83640924539318,180.55537110930263,177.70750591954254,178.2303924560547,1371300
2020-07-30,177.02585133126138,181.02221423139804,175.30779170547302,180.23788452148438,1640500
2020-07-31,180.23788824841313,184.68243761074868,179.60295873133154,184.44900512695312,1557200
2020-08-03,185.9616904099661,186.44721980441767,184.36500566766898,185.03729248046875,947100
2020-08-04,185.09329626212903,186.7460023724502,183.40324722027262,186.20443725585938,847500
2020-08-05,186.7459935633146,188.98693978703892,185.84027435472544,187.90382385253906,1226200
2020-08-06,187.548999664899,187.548999664899,184.31828774591185,186.03636169433594,945000
2020-08-07,185.69087655246045,187.20352880833195,185.0932899351991,186.73666381835938,1312000
2020-08-10,186.32578794885384,191.41461260518165,185.90561238045728,190.93841552734375,923800
2020-08-11,192.4136995969383,194.51459156911145,192.0121883890674,193.5248260498047,1057300
2020-08-12,194.21580184323287,198.69770781220933,192.99261806316093,197.48385620117188,1382400
2020-08-13,199.8182196682127,202.9182101019081,198.19352434177833,199.22996520996094,1192200
2020-08-14,197.8386994762505,198.65103994523557,197.3718345175073,198.03477478027344,851700
2020-08-17,199.79953907993874,200.30376125270672,198.342922576545,199.7902069091797,905700
2020-08-18,199.0245670509218,200.44384080604564,198.52035906095966,199.15528869628906,964200
2020-08-19,198.9871783444899,200.14500854255522,196.86760749510105,198.4176025390625,1296400
2020-08-20,184.74782827080423,186.7460100079861,181.2743513448485,185.1306610107422,4320600
2020-08-21,188.40803894272787,194.15047276449502,187.268887198794,193.29144287109375,3228200
2020-08-24,197.7359844237345,201.39620391297987,196.94230831166055,198.48297119140625,1727900
2020-08-25,199.00587483083103,201.2748318392178,196.8582930312608,201.1534423828125,954200
2020-08-26,200.75194291122608,203.41307901629406,200.5465211786726,202.3206024169922,1469600
2020-08-27,202.43263551904886,203.53442990968153,201.5455950058538,202.0684814453125,1018700
2020-08-28,202.32117278210396,209.18998262604623,202.32117278210396,208.619140625,1372900
2020-08-31,209.06836088707183,209.8357141579624,205.2128315820999,207.48684692382812,1917700
2020-09-01,204.8010721594171,208.32904917790538,203.96820570231034,206.80369567871094,1710300
