Date,Open,High,Low,Close,Volume
2020-07-02,154.71708327346028,155.3771764123503,153.11398143607573,154.52847290039062,1960200
2020-07-06,155.08487317262683,159.2906203508158,154.6605141600737,157.3763427734375,2760100
2020-07-07,156.6502174244135,158.7813938725991,155.8486808571794,157.2443084716797,3273300
2020-07-08,157.32916717514814,160.13930057806598,157.32916717514814,159.48863220214844,2781800
2020-07-09,160.19588870440288,161.01628920452342,154.3776151491333,156.96141052246094,2955200
2020-07-10,156.66905381946552,156.66905381946552,153.46287933583088,154.0475311279297,2245100
2020-07-13,155.2263360128433,157.4800924489801,151.85983850708578,152.84056091308594,3455600
2020-07-14,153.59493891011007,155.3771978252056,152.32189066120472,154.53793334960938,2642900
2020-07-15,155.77327446914046,156.98973112665152,154.55680342267425,156.01844787597656,2346200
2020-07-16,155.5469330926313,156.0090055574409,153.33090474794648,155.59408569335938,1486800
2020-07-17,156.5748012877729,157.72525573505328,155.69782330477216,156.49937438964844,2935800
2020-07-20,156.99915629474904,158.14961071248777,156.28247128038166,157.51779174804688,1806200
2020-07-21,157.35746202581976,157.6969405661822,155.36774337876952,155.87696838378906,1540700
2020-07-22,156.1032540752288,156.39559436495466,153.07625074060107,155.4431610107422,1686500
2020-07-23,155.83922833603174,156.02783870174397,151.62404278568562,152.31243896484375,2408800
2020-07-24,152.26531452394292,152.26531452394292,149.41746726480164,150.44532775878906,2247900
2020-07-27,150.50188164543823,152.51988867892973,149.54944828457585,151.35057067871094,2709700
2020-07-28,152.45387566358045,155.98067926903423,152.15212499178682,153.3780059814453,3483100
2020-07-29,153.26487712478308,153.73637431999597,151.91640205317145,152.5293426513672,3108900
2020-07-30,149.4174693980866,149.46462199890536,141.87351371359927,144.2781524658203,6638100
2020-07-31,144.4007563808418,144.59877717350096,140.26101098697342,141.72264099121094,5342700
2020-08-03,144.0895448565332,145.0796918382352,142.59961200206826,144.12725830078125,3615000
2020-08-04,144.63648688860255,147.1071276328431,144.36301045249718,146.02268981933594,3260000
2020-08-05,148.3424424852509,148.5121889546127,144.56104023028666,145.541748046875,2386400
2020-08-06,145.07969903576566,146.63563409209408,142.39215915052225,144.1649932861328,2176200
2020-08-07,144.2404307555796,144.7496414039723,142.93909387008878,144.21212768554688,2017100
2020-08-10,144.21213594688334,144.74022493151844,142.8919494576795,144.2781524658203,1745200
