Date,Open,High,Low,Close,Volume,STOCHk_14_3_3,STOCHd_14_3_3,WILLR_14,MFI_14,ADX_14,DMP_14,DMN_14,ATRr_14,SMA_20,CMF_20,pctile_20,close_sma20_ratio,vol_zscore_20,vol_ma_ratio_20,bb_percent,bb_width,gap_over_atr,ret_z_5,vol_pctile_20,atr_rank,five_day_long_profit,five_day_class
2020-07-07,278.5985193409777,281.2857208171222,274.23413222759194,274.8827514648437,2075700,,,,,,,,,,,,,,,,,,,,,0.037565073568518674,Buy
2020-07-08,275.53147577940416,278.7931799924744,273.98400224696746,276.46734619140625,1987400,,,,,,,,,,,,,,,,,,,,,0.030396467725980723,Buy
2020-07-09,273.4465525083068,276.643386055192,266.40420948876977,269.795654296875,3061700,,,,,,,,,,,,,,,,,,,,,0.043875666108144466,Buy
2020-07-10,272.6496209540097,272.6496209540097,266.03354553426203,269.8605041503906,2391600,,,,,,,,,,,,,,,,,,,,,0.049436494351209774,Buy
2020-07-13,270.65742642895094,282.1753485431539,270.36090015315455,277.7182922363281,4263300,,,,,,,,,,,,,,,,,,1.0697988718801006,,,0.018971554824147287,Flat
2020-07-14,275.9577074236843,287.0123175958704,274.93841604674355,285.8818359375,4234900,,,,,,,,,,,,,,,,,,1.4938645076089514,,,0.013250447757363063,Flat
2020-07-15,279.02481169054573,287.8926037163728,276.74532622414085,281.75836181640625,5116900,,,,,,,,,,,,,,,,,,0.6643973615921279,,,0.005573533267031306,Flat
2020-07-16,282.6293457827903,288.04082177212007,280.91508724048026,284.6123046875,3844500,,,,,,,,,,,,,,,,,,0.7191058125842618,,,-0.01979979842671443,Flat
2020-07-17,286.40993366092624,288.1519896321584,283.7783274220646,284.03778076171875,3016500,,,,,,,,,,,,,,,,,,0.38503630792721927,,,-0.01955732351218525,Flat
2020-07-20,284.2787251357362,285.95591078104536,280.19231363604484,281.19305419921875,2375500,,,,,,,,,,,,,,,,,,-1.168172786573649,,,-0.021079723936086057,Sell
2020-07-21,282.6478979609123,284.4733469536032,280.86876882090104,282.7220153808594,2340200,,,,,,,,,,,,,,,,,,-0.09806223119013835,,,-0.016170999888768103,Flat
2020-07-22,282.490331291677,284.38992579251834,279.6641418818805,284.20458984375,1935800,,,,,,,,,,,,,,,,,,0.6074657691343786,,,-0.004931890652308337,Flat
2020-07-23,285.58532495984025,285.86330065077374,279.1638037162742,280.73907470703125,2367700,,,,,,,,,,,,,,,,,,-1.1582466557003654,,,0.006264058885038964,Flat
