Date,Open,High,Low,Close,Volume,STOCHk_14_3_3,STOCHd_14_3_3,WILLR_14,MFI_14,ADX_14,DMP_14,DMN_14,ATRr_14,SMA_20,CMF_20,pctile_20,close_sma20_ratio,vol_zscore_20,vol_ma_ratio_20,bb_percent,bb_width,gap_over_atr,ret_z_5,vol_pctile_20,atr_rank,five_day_long_profit,five_day_class
2020-07-07,10.277554381686969,10.277554381686969,9.847633225799784,9.85574436187744,3972600,,,,,,,,,,,,,,,,,,,,,-0.0527179243306661,Strong Sell
2020-07-08,9.847633225799784,9.912526955986744,9.547499530286522,9.85574436187744,3769200,,,,,,,,,,,,,,,,,,,,,-0.006611560862064929,Flat
2020-07-09,9.815189360870171,9.871971198741436,9.458272962150607,9.604284286499023,4718300,,,,,,,,,,,,,,,,,,,,,0.006802812220529396,Flat
2020-07-10,9.539389610281807,9.83141145703125,9.52316578755406,9.81518840789795,3570500,,,,,,,,,,,,,,,,,,,,,-0.0514283916398446,Strong Sell
2020-07-13,9.936864963032594,9.977423750253672,9.450161063568698,9.571837425231934,4136700,,,,,,,,,,,,,,,,,,-1.1994918394491132,,,-0.03928266097131478,Sell
2020-07-14,9.498832747678296,9.547503452108092,9.27170459872666,9.328486442565918,3959000,,,,,,,,,,,,,,,,,,-1.4451100470479108,,,-0.057983055367686186,Strong Sell
2020-07-15,9.652954240128022,9.790853652723667,9.458272989496944,9.750295639038086,9877300,,,,,,,,,,,,,,,,,,0.7221578108068156,,,-0.04725751145877501,Sell
2020-07-16,9.612396198650496,9.734071786544494,9.523166712173344,9.604284286499023,5607900,,,,,,,,,,,,,,,,,,-0.05158306175010789,,,-0.06649858634880686,Strong Sell
2020-07-17,9.636733096766786,9.636733096766786,9.287928540151489,9.425827980041504,4768000,,,,,,,,,,,,,,,,,,-0.6742878116064419,,,-0.07247627133498008,Strong Sell
2020-07-20,9.401492176489167,9.490720899358228,9.093246442585224,9.125693321228027,4613900,,,,,,,,,,,,,,,,,,-1.3268001224982404,,,-0.05804788030231979,Strong Sell
2020-07-21,9.223033974780158,9.344710350119133,9.036464615626182,9.093246459960938,6117600,,,,,,,,,,,,,,,,,,-1.0604019975722587,,,0.0009003222635114089,Flat
2020-07-22,9.012126965143096,9.263590801971771,8.914786349672319,9.158138275146484,5590000,,,,,,,,,,,,,,,,,,-0.5514775705310384,,,0.012511299799376053,Flat
2020-07-23,9.077020762048738,9.214920161506727,8.9391221361852,8.995903968811035,6380400,,,,,,,,,,,,,,,,,,-1.0199962558635594,,,0.012623694529306728,Flat
2020-07-24,8.995905937835085,9.133805367476503,8.711995165374605,8.720107078552246,5944200,,,-99.48185203771794,20.07217852725979,,,,,,,,,,,,,,-1.68108292125589,,,0.04400764059252056,Buy
2020-07-27,8.663321447284922,8.73632708678811,8.395634618169424,8.68765640258789,6599200,,,-81.53851366814722,18.456114697259167,,6.341540575801627,37.126363396686514,0.35605041022709244,,,,,,,,,-0.15948761646168544,-1.1290732685510252,,,0.041314391556244716,Buy
2020-07-28,8.638989378958504,9.117581419743392,8.541648742906519,9.020240783691406,6390100,19.48898538027306,,-60.51267815331567,25.781119994643927,,16.012801722446973,31.1276724378249,0.3794579757683889,,,,,,,,,-0.1282540537745648,0.5090822599571407,,,0.019434650051858928,Flat
2020-07-29,9.182474177900955,9.28792671554755,8.784999763875382,9.19058609008789,9111100,36.068427983268286,,-49.74352422873227,35.3764470847064,,18.368349060288615,27.02179365279905,0.39215706140267337,,,,,,,,,0.41369494566608134,1.251759536255208,,,0.022583774633365906,Buy
2020-07-30,8.979680020171562,9.150026289256404,8.776886879527439,9.109467506408691,6250900,44.957330961652865,33.50491477506474,-54.87180473299349,29.975182890650103,,16.446586551100783,24.399849746313244,0.3943052205663111,,,,,,,,,-0.5348802372269372,0.7154258757253187,,,0.0187001211848902,Flat
2020-07-31,9.109467527140769,9.109467527140769,8.793110722116385,9.044573783874512,14200400,47.298768223168885,42.77484238936335,-53.48836636876759,26.964750591625894,,15.14195268012006,22.464319213763314,0.3867461400142316,,,,,,,,,5.36064235506315e-08,0.1772897284908873,,,0.07380754215044782,Strong Buy
2020-08-03,9.012127018020797,9.068909624241083,8.825557697339075,8.995903968811035,3225500,44.88771153802028,45.71460357428068,-56.976694284178095,27.221823248685954,,14.208275920174097,21.07913374785998,0.37318682341916587,9.297660541534423,0.12880449721835796,0.31896649489435835,-0.03245510753757719,-1.0444521478756523,0.5430006700178783,0.2884260236402947,15.339839093631715,-0.08694510046318127,-0.9705724385970811,0.05,,0.08348265724864014,Strong Buy
2020-08-04,9.036463599592947,9.417714188109066,9.0202397752674,9.360932350158691,3833300,53.88539933030296,48.69062636383071,-27.878741356145433,21.792463583708766,,21.27725091263331,18.903328872065874,0.3776806898134014,9.272919940948487,0.18424462425071117,0.6102568998671398,0.009491337116106058,-0.8061452286962285,0.6460790386260308,0.5659973651720015,14.381387940821357,0.10739132784880032,1.5394031442945406,0.2,,0.06678087501233475,Strong Buy
2020-08-05,9.474497769007945,9.547503438753218,9.101358280883463,9.182475090026855,4780700,59.514426038059774,52.762512302127675,-36.60128624549716,27.640888527766744,,22.099320627070696,16.914611844738392,0.38387819937516554,9.239256477355957,0.13556957713649506,0.4974370198261819,-0.006145666317226239,-0.4680769252973457,0.7989471485272613,0.4535620682947101,13.234151676324988,0.2958371145694198,0.307053779345382,0.45,,0.10231300152093266,Must Buy
