Date,Open,High,Low,Close,Volume
2020-07-06,60.943017849499995,61.12118821880469,59.44977214618332,61.061798095703125,1161700
2020-07-07,60.40003033597742,61.26543033697493,60.0691415291514,60.49335861206055,1079300
2020-07-08,60.29821001403238,60.53577052156317,58.29590506050377,59.212215423583984,1303300
2020-07-09,59.16980423495274,59.16980423495274,57.430517863583354,57.95654296875,980400
2020-07-10,57.956533470039595,59.68733987562111,57.89714333973704,59.55159378051758,659300
2020-07-13,60.3321489402291,61.52843764675037,59.71278920349225,60.59516143798828,1004500
2020-07-14,60.28126459373262,62.07994131586457,60.247326442158744,61.952674865722656,1058300
2020-07-15,63.07256663070662,64.09917724200001,62.682287853000005,63.82767868041992,1120200
2020-07-16,63.63255283569915,64.48098687350847,63.131979860449896,64.18403625488281,770900
2020-07-17,64.4979589001354,64.65067730052878,63.66649708813482,64.38766479492188,956200
2020-07-20,63.85316535181884,64.47251874769435,63.09805936487811,63.62408447265625,958800
2020-07-21,63.674999228017775,64.96461656496972,63.674999228017775,64.6591796875,870500
2020-07-22,64.49795036255867,65.06640606674465,64.21797205976365,64.99004364013672,580500
2020-07-23,64.7524844486222,65.41426195161385,64.05676880790816,64.88823699951172,545900
2020-07-24,64.99005630214485,65.58396410656522,64.54887338069571,65.02399444580078,757800
2020-07-27,65.01551962459736,66.99237314413114,64.40465235142621,66.53421783447266,1100000
2020-07-28,66.01666502625424,66.29664987424736,64.54887744078627,64.78643798828125,826100
2020-07-29,65.13428997064469,65.80455375804945,64.67614120395001,65.69425964355469,638900
2020-07-30,64.47251325341387,64.54038954316212,63.06411584285348,63.581661224365234,706900
2020-07-31,63.45439041802363,63.67498510795447,62.35990959530063,63.31863784790039,1873700
2020-08-03,63.624068414315985,64.47250247521433,62.94532504942023,63.77678680419922,1032200
2020-08-04,61.808419456185746,61.89326156686404,59.08494692327226,60.30669403076172,1991700
2020-08-05,60.45092006179642,62.461710890987554,60.45092006179642,61.5623664855957,1475400
2020-08-06,61.256939173425145,61.536923978778084,60.70546218917286,61.019378662109375,881000
2020-08-07,60.705475492124435,61.98660659790039,60.2388340476101,61.98660659790039,655100
2020-08-10,61.74055325714574,63.242285400755264,61.74055325714574,62.996238708496094,953900
2020-08-11,64.04827933865239,64.87974748720065,63.581644533468356,63.7852668762207,724300
2020-08-12,64.05678374783473,64.43009687681062,62.35142914951419,62.427791595458984,1099500
2020-08-13,62.19870807746878,62.80958172681164,61.82540143745635,62.24961853027344,612900
2020-08-14,61.698136384204076,62.402338327437434,61.52844565948799,62.18174362182617,370900
2020-08-17,62.037517090906825,62.74171262614636,60.81576965225723,61.42664337158203,1138200
2020-08-18,61.3502846734192,62.003582736068815,60.96849181200391,61.0024299621582,517600
2020-08-19,61.25694177871919,61.46057063111184,60.680006309684124,60.985443115234375,494800
2020-08-20,60.28972432112308,61.0193781558469,60.28972432112308,60.62061309814453,482300
2020-08-21,60.45942032653372,60.78182297849273,59.81460854957673,60.06914138793945,681400
2020-08-24,60.62910904012563,62.30052550177435,60.53578075738102,62.22416305541992,634200
2020-08-25,62.42778794169647,63.25077012438628,61.94418072248192,62.32597351074219,1404700
2020-08-26,62.24960308536204,62.86895626230374,62.02900843937851,62.173240661621094,534500
2020-08-27,62.30052077537447,62.94533255095359,61.553901043098996,62.690799713134766,718300
2020-08-28,62.92835779812696,63.28469857879877,61.59631647443963,63.14895248413086,565300
2020-08-31,63.20834518632273,63.27622147293806,61.927207786873865,62.029022216796875,983300
